,Unnamed: 0,Weekday,Race,Rank,Number,Distance,Meeting Name 2,Fixed Open Price,Finishing Position,Betting Status,Number of runners,Fixed Open Price Order,weatherCondition,trackCondition
42521,42521,7,4,5,10,1400,54,2,1,2,14,1,0,2
42522,42522,7,5,4,3,1200,54,2,0,1,10,8,0,2
42523,42523,7,5,2,2,1200,54,2,2,2,10,6,0,2
42524,42524,7,5,5,1,1200,54,2,0,1,10,7,0,2
42525,42525,7,5,1,4,1200,54,2,0,1,10,2,0,2
42526,42526,7,5,3,5,1200,54,2,1,2,10,1,0,2
42527,42527,7,6,5,6,1400,54,2,0,1,11,2,0,2
42528,42528,7,6,3,5,1400,54,2,0,1,11,9,0,2
42529,42529,7,6,1,9,1400,54,2,3,2,11,1,0,2
42530,42530,7,6,2,7,1400,54,2,0,1,11,3,0,2
42531,42531,7,6,4,2,1400,54,2,1,2,11,4,0,2
42532,42532,7,7,4,3,1600,54,2,0,1,15,7,0,2
42533,42533,7,7,3,4,1600,54,2,0,1,15,2,0,2
42534,42534,7,7,2,1,1600,54,2,4,1,15,3,0,2
42535,42535,7,7,1,7,1600,54,2,0,1,15,4,0,2
42536,42536,7,7,5,12,1600,54,2,3,2,15,7,0,2
42537,42537,7,8,5,10,1200,54,2,0,1,13,11,0,2
42538,42538,7,8,3,11,1200,54,2,0,1,13,1,0,2
42539,42539,7,8,2,1,1200,54,2,3,2,13,9,0,2
42540,42540,7,8,1,2,1200,54,2,4,1,13,5,0,2
42541,42541,7,8,4,14,1200,54,2,0,1,13,4,0,2
42542,42542,7,9,2,6,1700,54,2,3,2,16,2,0,2
42543,42543,7,9,4,1,1700,54,2,0,1,16,4,0,2
42544,42544,7,9,1,2,1700,54,2,0,1,16,9,0,2
42545,42545,7,9,5,8,1700,54,2,0,1,16,13,0,2
42546,42546,7,9,3,15,1700,54,2,2,2,16,6,0,2
42547,42547,7,1,2,2,1400,62,2,0,1,10,3,0,2
42548,42548,7,1,3,1,1400,62,2,0,0,10,1,0,2
42549,42549,7,1,5,12,1400,62,2,3,2,10,8,0,2
42550,42550,7,1,1,3,1400,62,2,1,2,10,2,0,2
42551,42551,7,1,4,10,1400,62,2,4,1,10,4,0,2
42552,42552,7,2,5,7,1300,62,2,0,0,7,7,0,2
42553,42553,7,2,2,9,1300,62,2,2,2,7,1,0,2
42554,42554,7,2,1,1,1300,62,2,1,2,7,2,0,2
42555,42555,7,2,3,3,1300,62,2,3,2,7,3,0,2
42556,42556,7,2,4,4,1300,62,2,0,1,7,5,0,2
42557,42557,7,3,4,1,1300,62,2,2,2,9,4,0,2
42558,42558,7,3,2,10,1300,62,2,0,1,9,6,0,2
42559,42559,7,3,1,9,1300,62,2,4,1,9,5,0,2
42560,42560,7,3,3,2,1300,62,2,0,1,9,8,0,2
42561,42561,7,3,5,8,1300,62,2,1,2,9,11,0,2
42562,42562,7,4,1,6,1100,62,2,3,1,4,2,0,2
42563,42563,7,4,2,6,1100,62,2,3,1,4,2,0,2
42564,42564,7,4,5,6,1100,62,2,3,1,4,2,0,2
42565,42565,7,4,5,7,1100,62,2,0,0,4,8,0,2
42566,42566,7,4,3,8,1100,62,2,2,2,4,2,0,2
42567,42567,7,4,4,3,1100,62,2,1,2,4,4,0,2
42568,42568,7,5,5,2,900,62,2,3,2,10,10,0,2
42569,42569,7,5,2,9,900,62,2,1,2,10,6,0,2
42570,42570,7,5,1,5,900,62,2,0,1,10,4,0,2
42571,42571,7,5,3,1,900,62,2,2,2,10,3,0,2
42572,42572,7,5,4,3,900,62,2,4,1,10,5,0,2
42573,42573,7,6,1,1,1400,62,2,0,1,8,5,0,2
42574,42574,7,6,2,4,1400,62,2,1,2,8,4,0,2
42575,42575,7,6,3,3,1400,62,2,2,2,8,3,0,2
42576,42576,7,6,4,5,1400,62,2,0,1,8,7,0,2
42577,42577,7,6,5,6,1400,62,2,4,1,8,5,0,2
42578,42578,7,7,4,3,1800,62,2,0,1,12,8,0,2
42579,42579,7,7,1,6,1800,62,2,0,1,12,6,0,2
42580,42580,7,7,2,7,1800,62,2,1,2,12,3,0,2
42581,42581,7,7,3,5,1800,62,2,0,1,12,3,0,2
42582,42582,7,7,5,4,1800,62,2,2,2,12,7,0,2
42583,42583,7,8,4,3,1200,62,2,0,1,9,7,0,2
42584,42584,7,8,2,4,1200,62,2,3,2,9,10,0,2
42585,42585,7,8,3,2,1200,62,2,0,1,9,5,0,2
42586,42586,7,8,5,2,1200,62,2,0,1,9,5,0,2
42587,42587,7,8,1,6,1200,62,2,1,2,9,3,0,2
42588,42588,7,1,4,7,1400,81,2,1,2,8,4,0,1
42589,42589,7,1,2,3,1400,81,2,2,2,8,1,0,1
42590,42590,7,1,3,5,1400,81,2,0,1,8,2,0,1
42591,42591,7,1,1,1,1400,81,2,3,2,8,3,0,1
42592,42592,7,1,5,9,1400,81,2,0,1,8,5,0,1
42593,42593,7,2,1,3,1400,81,2,0,1,8,5,0,1
42594,42594,7,2,2,6,1400,81,2,0,1,8,2,0,1
42595,42595,7,2,5,1,1400,81,2,4,1,8,3,0,1
42596,42596,7,2,3,4,1400,81,2,1,2,8,3,0,1
42597,42597,7,2,4,4,1400,81,2,1,2,8,3,0,1
42598,42598,7,3,2,5,1000,81,2,2,2,8,6,0,1
42599,42599,7,3,5,11,1000,81,2,1,2,8,8,0,1
42600,42600,7,3,4,10,1000,81,2,4,1,8,3,0,1
42601,42601,7,3,1,2,1000,81,2,0,1,8,4,0,1
42602,42602,7,3,3,7,1000,81,2,3,2,8,7,0,1
42603,42603,7,4,1,1,1000,81,2,0,1,9,3,0,1
42604,42604,7,4,3,4,1000,81,2,3,2,9,2,0,1
42605,42605,7,4,2,7,1000,81,2,0,1,9,1,0,1
42606,42606,7,4,4,3,1000,81,2,1,2,9,6,0,1
42607,42607,7,4,5,6,1000,81,2,4,1,9,7,0,1
42608,42608,7,5,4,4,1200,81,2,4,1,12,8,0,1
42609,42609,7,5,2,6,1200,81,2,1,2,12,6,0,1
42610,42610,7,5,1,11,1200,81,2,3,2,12,5,0,1
42611,42611,7,5,5,12,1200,81,2,0,1,12,12,0,1
42612,42612,7,5,3,14,1200,81,2,0,1,12,7,0,1
42613,42613,7,6,2,10,1200,81,2,0,1,12,8,0,1
42614,42614,7,6,5,5,1200,81,2,2,2,12,7,0,1
42615,42615,7,6,1,1,1200,81,2,3,2,12,5,0,1
42616,42616,7,6,3,6,1200,81,2,4,1,12,6,0,1
42617,42617,7,6,4,12,1200,81,2,1,2,12,4,0,1
42618,42618,7,7,2,9,1600,81,2,4,1,10,7,0,1
42619,42619,7,7,1,1,1600,81,2,0,1,10,8,0,1
42620,42620,7,7,4,6,1600,81,2,2,2,10,3,0,1
42621,42621,7,7,5,8,1600,81,2,3,2,10,5,0,1
42622,42622,7,7,3,11,1600,81,2,1,2,10,2,0,1
42623,42623,7,8,5,2,1600,81,2,0,1,12,6,0,1
42624,42624,7,8,4,1,1600,81,2,0,1,12,8,0,1
42625,42625,7,8,1,4,1600,81,2,0,0,12,8,0,1
42626,42626,7,8,3,6,1600,81,2,3,2,12,12,0,1
42627,42627,7,8,2,10,1600,81,2,0,1,12,5,0,1
42628,42628,7,1,4,1,1200,101,2,3,1,4,5,0,2
42629,42629,7,1,3,2,1200,101,1,1,2,4,1,0,2
42630,42630,7,1,1,3,1200,101,2,2,2,4,3,0,2
42631,42631,7,1,2,5,1200,101,2,4,1,4,2,0,2
42632,42632,7,2,1,1,2600,101,2,3,1,6,3,0,2
42633,42633,7,2,4,3,2600,101,2,4,1,6,4,0,2
42634,42634,7,2,3,4,2600,101,2,2,2,6,2,0,2
42635,42635,7,2,2,2,2600,101,2,1,2,6,1,0,2
42636,42636,7,2,5,6,2600,101,2,0,1,6,6,0,2
42637,42637,7,3,3,3,2000,101,2,2,2,7,4,0,2
42638,42638,7,3,4,2,2000,101,2,3,1,7,3,0,2
42639,42639,7,3,5,4,2000,101,2,0,1,7,5,0,2
42640,42640,7,3,1,5,2000,101,1,1,2,7,1,0,2
42641,42641,7,3,2,1,2000,101,2,4,1,7,2,0,2
42642,42642,7,4,1,3,1500,101,2,0,1,7,1,0,2
42643,42643,7,4,4,5,1500,101,2,0,1,7,6,0,2
42644,42644,7,4,3,4,1500,101,2,1,2,7,3,0,2
42645,42645,7,4,2,1,1500,101,2,4,1,7,2,0,2
42646,42646,7,4,5,2,1500,101,2,3,1,7,4,0,2
42647,42647,7,5,1,3,1600,101,2,3,1,6,1,0,2
42648,42648,7,5,2,4,1600,101,2,0,1,6,4,0,2
42649,42649,7,5,3,5,1600,101,2,1,2,6,5,0,2
42650,42650,7,5,5,6,1600,101,2,2,2,6,6,0,2
42651,42651,7,5,4,7,1600,101,2,4,1,6,3,0,2
42652,42652,7,6,3,6,1200,101,2,4,1,9,9,0,2
42653,42653,7,6,5,11,1200,101,2,3,2,9,7,0,2
42654,42654,7,6,4,3,1200,101,2,1,2,9,2,0,2
42655,42655,7,6,1,5,1200,101,2,0,1,9,3,0,2
42656,42656,7,6,2,7,1200,101,2,0,1,9,4,0,2
42657,42657,7,7,4,1,1600,101,2,3,2,9,9,0,2
42658,42658,7,7,1,2,1600,101,2,1,2,9,6,0,2
42659,42659,7,7,3,3,1600,101,2,0,1,9,1,0,2
42660,42660,7,7,5,8,1600,101,2,0,1,9,4,0,2
42661,42661,7,7,2,5,1600,101,2,4,1,9,2,0,2
42662,42662,7,8,1,4,1050,101,2,0,1,11,7,0,2
42663,42663,7,8,4,1,1050,101,2,0,1,11,9,0,2
42664,42664,7,8,3,6,1050,101,2,0,1,11,14,0,2
42665,42665,7,8,2,3,1050,101,2,0,1,11,2,0,2
42666,42666,7,8,5,8,1050,101,2,1,2,11,1,0,2
42667,42667,7,1,1,4,1400,136,2,0,1,13,12,0,2
42668,42668,7,1,5,7,1400,136,2,0,1,13,8,0,2
42669,42669,7,1,4,6,1400,136,2,1,2,13,16,0,2
42670,42670,7,1,2,3,1400,136,2,0,1,13,13,0,2
42671,42671,7,1,3,9,1400,136,2,0,1,13,5,0,2
42672,42672,7,2,2,6,1800,136,2,1,2,9,1,0,2
42673,42673,7,2,4,11,1800,136,2,0,1,9,7,0,2
42674,42674,7,2,1,7,1800,136,2,2,2,9,2,0,2
42675,42675,7,2,3,1,1800,136,2,0,1,9,4,0,2
42676,42676,7,2,5,10,1800,136,2,4,1,9,6,0,2
42677,42677,7,3,5,3,1500,136,2,4,1,11,6,0,2
42678,42678,7,3,1,5,1500,136,2,1,2,11,1,0,2
42679,42679,7,3,3,6,1500,136,2,2,2,11,2,0,2
42680,42680,7,3,2,7,1500,136,2,0,1,11,3,0,2
42681,42681,7,3,4,10,1500,136,2,0,1,11,3,0,2
42682,42682,7,4,4,1,2400,136,2,0,1,12,13,0,2
42683,42683,7,4,5,9,2400,136,2,0,1,12,7,0,2
42684,42684,7,4,1,3,2400,136,2,2,2,12,1,0,2
42685,42685,7,4,2,7,2400,136,2,0,1,12,8,0,2
42686,42686,7,4,3,11,2400,136,2,0,1,12,2,0,2
42687,42687,7,5,4,1,1500,136,2,4,1,13,2,0,2
42688,42688,7,5,2,4,1500,136,2,0,1,13,3,0,2
42689,42689,7,5,5,5,1500,136,2,2,2,13,5,0,2
42690,42690,7,5,1,2,1500,136,2,0,1,13,1,0,2
42691,42691,7,5,3,3,1500,136,2,3,2,13,7,0,2
42692,42692,7,6,1,3,1200,136,2,1,2,8,2,0,2
42693,42693,7,6,5,7,1200,136,2,0,1,8,6,0,2
42694,42694,7,6,3,6,1200,136,2,4,1,8,5,0,2
42695,42695,7,6,4,4,1200,136,2,3,2,8,1,0,2
42696,42696,7,6,2,5,1200,136,2,0,1,8,4,0,2
42697,42697,7,7,5,4,1300,136,2,0,1,10,10,0,2
42698,42698,7,7,3,7,1300,136,2,4,1,10,10,0,2
42699,42699,7,7,4,9,1300,136,2,0,1,10,8,0,2
42700,42700,7,7,1,2,1300,136,2,0,1,10,5,0,2
42701,42701,7,7,2,6,1300,136,2,1,2,10,1,0,2
42702,42702,7,8,2,4,1200,136,2,3,2,10,3,0,2
42703,42703,7,8,1,6,1200,136,2,0,1,10,11,0,2
42704,42704,7,8,3,3,1200,136,2,0,1,10,5,0,2
42705,42705,7,8,4,7,1200,136,2,0,1,10,10,0,2
42706,42706,7,8,5,14,1200,136,2,2,2,10,1,0,2
42707,42707,7,9,3,1,1100,136,2,0,1,10,4,0,2
42708,42708,7,9,5,16,1100,136,2,0,1,10,11,0,2
42709,42709,7,9,2,13,1100,136,2,0,1,10,7,0,2
42710,42710,7,9,1,8,1100,136,2,0,1,10,5,0,2
42711,42711,7,9,4,14,1100,136,2,3,2,10,2,0,2
42712,42712,7,1,2,4,1000,153,2,0,1,8,5,0,2
42713,42713,7,1,1,7,1000,153,2,1,2,8,4,0,2
42714,42714,7,1,5,5,1000,153,2,0,1,8,2,0,2
42715,42715,7,1,4,1,1000,153,2,4,1,8,7,0,2
42716,42716,7,1,3,3,1000,153,2,2,2,8,1,0,2
42717,42717,7,2,2,8,1200,153,2,0,1,10,5,0,2
42718,42718,7,2,5,2,1200,153,2,1,2,10,6,0,2
42719,42719,7,2,1,1,1200,153,2,3,2,10,1,0,2
42720,42720,7,2,3,10,1200,153,2,2,2,10,2,0,2
42721,42721,7,2,4,11,1200,153,2,4,1,10,3,0,2
42722,42722,7,3,5,5,1200,153,2,0,1,9,6,0,2
42723,42723,7,3,2,3,1200,153,2,3,2,9,5,0,2
42724,42724,7,3,1,1,1200,153,2,1,2,9,1,0,2
42725,42725,7,3,4,6,1200,153,2,0,1,9,3,0,2
42726,42726,7,3,3,9,1200,153,2,0,1,9,2,0,2
42727,42727,7,4,3,4,2000,153,2,1,2,8,3,0,2
42728,42728,7,4,2,5,2000,153,2,4,1,8,6,0,2
42729,42729,7,4,4,2,2000,153,2,0,1,8,5,0,2
42730,42730,7,4,5,6,2000,153,2,2,2,8,4,0,2
42731,42731,7,4,1,3,2000,153,2,3,2,8,2,0,2
42732,42732,7,5,3,4,1200,153,2,2,2,8,4,0,2
42733,42733,7,5,1,5,1200,153,2,0,0,8,3,0,2
42734,42734,7,5,2,9,1200,153,2,1,2,8,2,0,2
42735,42735,7,5,5,2,1200,153,2,0,1,8,9,0,2
42736,42736,7,5,4,6,1200,153,2,4,1,8,7,0,2
42737,42737,7,6,3,2,1200,153,2,2,2,9,1,0,2
42738,42738,7,6,4,2,1200,153,2,2,2,9,1,0,2
42739,42739,7,6,5,3,1200,153,2,1,2,9,3,0,2
42740,42740,7,6,1,8,1200,153,1,3,2,9,2,0,2
42741,42741,7,7,4,1,870,153,2,0,1,9,7,0,2
42742,42742,7,7,5,2,870,153,2,4,1,9,8,0,2
42743,42743,7,7,3,7,870,153,2,3,2,9,4,0,2
42744,42744,7,7,1,3,870,153,2,2,2,9,3,0,2
42745,42745,7,7,2,5,870,153,2,0,1,9,6,0,2
42746,42746,1,1,2,8,810,33,2,0,1,11,5,0,2
42747,42747,1,1,5,10,810,33,2,0,1,11,8,0,2
42748,42748,1,1,1,7,810,33,2,1,2,11,1,0,2
42749,42749,1,1,4,1,810,33,2,3,2,11,2,0,2
42750,42750,1,1,3,2,810,33,2,2,2,11,6,0,2
42751,42751,1,2,4,5,1415,33,2,2,2,12,8,0,2
42752,42752,1,2,5,7,1415,33,2,0,1,12,8,0,2
42753,42753,1,2,2,3,1415,33,2,0,1,12,4,0,2
42754,42754,1,2,3,6,1415,33,2,0,1,12,2,0,2
42755,42755,1,2,1,1,1415,33,2,0,1,12,1,0,2
42756,42756,1,3,5,7,1315,33,2,0,1,12,3,0,2
42757,42757,1,3,4,8,1315,33,2,2,2,12,6,0,2
42758,42758,1,3,1,3,1315,33,2,0,1,12,4,0,2
42759,42759,1,3,2,1,1315,33,2,1,2,12,2,0,2
42760,42760,1,3,3,9,1315,33,2,0,1,12,10,0,2
42761,42761,1,4,1,1,1315,33,2,3,2,10,4,0,2
42762,42762,1,4,3,6,1315,33,2,4,1,10,7,0,2
42763,42763,1,4,2,3,1315,33,2,2,2,10,5,0,2
42764,42764,1,4,5,7,1315,33,2,0,0,10,14,0,2
42765,42765,1,4,4,10,1315,33,2,0,1,10,13,0,2
42766,42766,1,5,5,14,1315,33,2,2,2,13,8,0,2
42767,42767,1,5,4,4,1315,33,2,0,0,13,6,0,2
42768,42768,1,5,2,8,1315,33,2,0,1,13,4,0,2
42769,42769,1,5,3,2,1315,33,2,0,1,13,7,0,2
42770,42770,1,5,1,3,1315,33,2,1,2,13,3,0,2
42771,42771,1,6,5,3,1615,33,2,3,2,10,4,0,2
42772,42772,1,6,4,6,1615,33,2,4,1,10,11,0,2
42773,42773,1,6,3,9,1615,33,2,0,1,10,10,0,2
42774,42774,1,6,2,7,1615,33,2,1,2,10,5,0,2
42775,42775,1,6,1,1,1615,33,2,0,1,10,2,0,2
42776,42776,1,7,5,6,1012,33,2,0,1,14,9,0,2
42777,42777,1,7,3,3,1012,33,2,0,1,14,8,0,2
42778,42778,1,7,1,2,1012,33,2,0,1,14,6,0,2
42779,42779,1,7,4,4,1012,33,2,0,1,14,10,0,2
42780,42780,1,7,2,11,1012,33,2,2,2,14,5,0,2
42781,42781,1,1,2,2,1400,48,2,0,1,14,4,0,2
42782,42782,1,1,1,1,1400,48,2,4,1,14,1,0,2
42783,42783,1,1,3,6,1400,48,2,0,1,14,2,0,2
42784,42784,1,1,4,8,1400,48,2,0,1,14,13,0,2
42785,42785,1,1,5,15,1400,48,2,0,1,14,13,0,2
42786,42786,1,2,2,2,1600,48,2,3,2,14,4,0,2
42787,42787,1,2,4,9,1600,48,2,4,1,14,10,0,2
42788,42788,1,2,3,3,1600,48,2,0,1,14,5,0,2
42789,42789,1,2,1,1,1600,48,2,0,1,14,3,0,2
42790,42790,1,2,5,11,1600,48,2,2,2,14,8,0,2
42791,42791,1,3,3,1,1000,48,2,0,1,13,4,0,2
42792,42792,1,3,4,3,1000,48,2,0,1,13,7,0,2
42793,42793,1,3,5,6,1000,48,2,0,1,13,3,0,2
42794,42794,1,3,2,9,1000,48,2,2,2,13,6,0,2
42795,42795,1,3,1,12,1000,48,2,1,2,13,2,0,2
42796,42796,1,4,5,13,1300,48,2,0,1,13,7,0,2
42797,42797,1,4,4,12,1300,48,2,0,1,13,9,0,2
42798,42798,1,4,3,6,1300,48,2,0,1,13,17,0,2
42799,42799,1,4,2,2,1300,48,2,0,0,13,4,0,2
42800,42800,1,4,1,9,1300,48,2,0,1,13,5,0,2
42801,42801,1,5,4,8,1400,48,2,0,1,12,9,0,2
42802,42802,1,5,5,12,1400,48,2,0,1,12,12,0,2
42803,42803,1,5,1,5,1400,48,2,1,2,12,5,0,2
42804,42804,1,5,3,4,1400,48,2,0,1,12,7,0,2
42805,42805,1,5,2,13,1400,48,2,2,2,12,4,0,2
42806,42806,1,6,2,5,1300,48,2,0,1,12,18,0,2
42807,42807,1,6,4,2,1300,48,2,1,2,12,6,0,2
42808,42808,1,6,1,6,1300,48,2,2,2,12,4,0,2
42809,42809,1,6,5,10,1300,48,2,0,1,12,15,0,2
42810,42810,1,6,3,12,1300,48,2,0,1,12,15,0,2
42811,42811,1,7,1,1,1100,48,2,0,1,13,6,0,2
42812,42812,1,7,2,5,1100,48,2,0,1,13,3,0,2
42813,42813,1,7,4,8,1100,48,2,0,1,13,10,0,2
42814,42814,1,7,5,11,1100,48,2,1,2,13,7,0,2
42815,42815,1,7,3,15,1100,48,2,4,1,13,9,0,2
42816,42816,1,8,5,6,1600,48,2,1,2,14,3,0,2
42817,42817,1,8,1,3,1600,48,2,3,2,14,7,0,2
42818,42818,1,8,2,5,1600,48,2,0,1,14,6,0,2
42819,42819,1,8,4,4,1600,48,2,0,1,14,5,0,2
42820,42820,1,8,3,1,1600,48,2,4,1,14,2,0,2
42821,42821,1,9,2,6,1100,48,2,1,2,14,14,0,2
42822,42822,1,9,5,9,1100,48,2,0,1,14,15,0,2
42823,42823,1,9,1,4,1100,48,2,2,2,14,4,0,2
42824,42824,1,9,4,13,1100,48,2,0,1,14,7,0,2
42825,42825,1,9,3,14,1100,48,2,0,1,14,6,0,2
42826,42826,1,1,2,7,1218,58,2,1,2,8,1,3,4
42827,42827,1,1,1,2,1218,58,2,2,2,8,2,3,4
42828,42828,1,1,5,6,1218,58,2,4,1,8,8,3,4
42829,42829,1,1,3,10,1218,58,2,0,1,8,3,3,4
42830,42830,1,1,4,11,1218,58,2,3,2,8,6,3,4
42831,42831,1,2,4,1,1218,58,2,0,1,9,4,3,4
42832,42832,1,2,3,2,1218,58,2,3,2,9,9,3,4
42833,42833,1,2,1,3,1218,58,2,1,2,9,3,3,4
42834,42834,1,2,2,6,1218,58,2,4,1,9,11,3,4
42835,42835,1,2,5,15,1218,58,2,4,1,9,5,3,4
42836,42836,1,3,5,8,1118,58,2,0,1,9,10,3,4
42837,42837,1,3,4,4,1118,58,2,2,2,9,6,3,4
42838,42838,1,3,3,11,1118,58,2,3,2,9,3,3,4
42839,42839,1,3,2,12,1118,58,2,1,2,9,4,3,4
42840,42840,1,3,1,13,1118,58,2,0,1,9,2,3,4
42841,42841,1,4,5,3,1720,58,2,0,1,15,10,3,4
42842,42842,1,4,4,4,1720,58,2,3,2,15,2,3,4
42843,42843,1,4,3,15,1720,58,2,2,2,15,4,3,4
42844,42844,1,4,1,2,1720,58,2,1,2,15,1,3,4
42845,42845,1,4,2,14,1720,58,2,0,1,15,3,3,4
42846,42846,1,5,2,6,2424,58,2,0,0,12,5,3,4
42847,42847,1,5,1,2,2424,58,2,0,1,12,3,3,4
42848,42848,1,5,4,3,2424,58,2,0,1,12,6,3,4
42849,42849,1,5,3,5,2424,58,2,2,2,12,1,3,4
42850,42850,1,5,5,7,2424,58,2,1,2,12,2,3,4
42851,42851,1,6,4,10,1518,58,2,1,2,11,3,3,4
42852,42852,1,6,2,3,1518,58,2,0,1,11,2,3,4
42853,42853,1,6,1,2,1518,58,2,2,2,11,11,3,4
42854,42854,1,6,5,12,1518,58,2,0,1,11,1,3,4
42855,42855,1,6,3,7,1518,58,2,0,1,11,4,3,4
42856,42856,1,7,4,3,1318,58,2,4,1,10,8,3,4
42857,42857,1,7,5,4,1318,58,2,3,2,10,11,3,4
42858,42858,1,7,1,8,1318,58,2,1,2,10,1,3,4
42859,42859,1,7,2,10,1318,58,2,0,1,10,2,3,4
42860,42860,1,7,3,13,1318,58,2,0,1,10,5,3,4
42861,42861,1,8,5,2,1118,58,2,0,1,10,7,3,4
42862,42862,1,8,2,4,1118,58,2,3,2,10,5,3,4
42863,42863,1,8,4,9,1118,58,2,2,2,10,5,3,4
42864,42864,1,8,1,3,1118,58,2,1,2,10,3,3,4
42865,42865,1,8,3,7,1118,58,2,0,1,10,2,3,4
42866,42866,1,9,4,6,1418,58,2,0,1,15,12,3,4
42867,42867,1,9,3,9,1418,58,2,0,1,15,2,3,4
42868,42868,1,9,1,4,1418,58,2,3,2,15,6,3,4
42869,42869,1,9,2,1,1418,58,2,0,1,15,3,3,4
42870,42870,1,9,5,11,1418,58,2,0,1,15,1,3,4
42871,42871,1,1,3,3,3410,105,2,2,2,5,3,3,3
42872,42872,1,1,1,6,3410,105,2,4,1,5,6,3,3
42873,42873,1,1,5,4,3410,105,2,0,1,5,4,3,3
42874,42874,1,1,2,1,3410,105,1,1,2,5,2,3,3
42875,42875,1,1,4,5,3410,105,2,3,1,5,5,3,3
42876,42876,1,2,5,5,3160,105,2,2,2,6,1,3,3
42877,42877,1,2,2,6,3160,105,2,1,2,6,1,3,3
42878,42878,1,2,3,4,3160,105,2,0,1,6,4,3,3
42879,42879,1,2,4,1,3160,105,2,0,1,6,5,3,3
42880,42880,1,2,1,3,3160,105,2,3,1,6,3,3,3
42881,42881,1,3,1,2,900,105,2,0,1,10,8,3,3
42882,42882,1,3,3,1,900,105,2,0,1,10,7,3,3
42883,42883,1,3,4,3,900,105,2,0,1,10,15,3,3
42884,42884,1,3,5,7,900,105,2,4,1,10,10,3,3
42885,42885,1,3,2,10,900,105,2,0,1,10,5,3,3
42886,42886,1,4,2,7,1400,105,2,2,2,12,5,3,3
42887,42887,1,4,4,3,1400,105,2,0,1,12,11,3,3
42888,42888,1,4,3,6,1400,105,2,3,2,12,8,3,3
42889,42889,1,4,5,10,1400,105,2,0,1,12,9,3,3
42890,42890,1,4,1,13,1400,105,2,0,0,12,6,3,3
42891,42891,1,5,5,9,1200,105,2,4,1,9,8,3,3
42892,42892,1,5,1,6,1200,105,2,0,0,9,5,3,3
42893,42893,1,5,2,1,1200,105,2,0,1,9,6,3,3
42894,42894,1,5,3,3,1200,105,2,0,1,9,1,3,3
42895,42895,1,5,4,5,1200,105,2,3,2,9,3,3,3
42896,42896,1,6,3,7,1300,105,2,4,1,9,6,3,3
42897,42897,1,6,5,1,1300,105,2,2,2,9,4,3,3
42898,42898,1,6,1,5,1300,105,2,0,1,9,3,3,3
42899,42899,1,6,4,6,1300,105,2,0,1,9,8,3,3
42900,42900,1,6,2,4,1300,105,2,1,2,9,2,3,3
42901,42901,1,7,1,2,2050,105,2,0,1,11,5,3,3
42902,42902,1,7,4,3,2050,105,2,0,1,11,4,3,3
42903,42903,1,7,2,1,2050,105,2,1,2,11,6,3,3
42904,42904,1,7,3,9,2050,105,2,3,2,11,6,3,3
42905,42905,1,7,5,7,2050,105,2,0,1,11,9,3,3
42906,42906,1,8,3,12,1400,105,2,2,2,12,9,3,3
42907,42907,1,8,5,8,1400,105,2,3,2,12,16,3,3
42908,42908,1,8,4,7,1400,105,2,4,1,12,12,3,3
42909,42909,1,8,2,1,1400,105,2,1,2,12,3,3,3
42910,42910,1,8,1,5,1400,105,2,0,1,12,17,3,3
42911,42911,1,1,1,3,1400,146,2,0,1,6,4,0,2
42912,42912,1,1,5,4,1400,146,2,4,1,6,5,0,2
42913,42913,1,1,4,1,1400,146,2,2,2,6,2,0,2
42914,42914,1,1,3,5,1400,146,2,3,1,6,3,0,2
42915,42915,1,1,2,6,1400,146,1,1,2,6,1,0,2
42916,42916,1,2,3,2,1000,146,2,3,1,7,5,0,2
42917,42917,1,2,5,1,1000,146,2,0,1,7,4,0,2
42918,42918,1,2,1,5,1000,146,2,0,1,7,3,0,2
42919,42919,1,2,4,3,1000,146,2,1,2,7,6,0,2
42920,42920,1,2,2,7,1000,146,2,4,1,7,1,0,2
42921,42921,1,3,4,6,1200,146,2,0,1,8,10,0,2
42922,42922,1,3,2,5,1200,146,2,2,2,8,6,0,2
42923,42923,1,3,1,12,1200,146,2,0,1,8,1,0,2
42924,42924,1,3,3,2,1200,146,2,0,1,8,5,0,2
42925,42925,1,3,5,11,1200,146,2,1,2,8,2,0,2
42926,42926,1,4,2,1,1600,146,2,0,1,13,5,0,2
42927,42927,1,4,5,3,1600,146,2,0,1,13,11,0,2
42928,42928,1,4,3,2,1600,146,2,2,2,13,3,0,2
42929,42929,1,4,4,5,1600,146,2,0,1,13,6,0,2
42930,42930,1,4,1,14,1600,146,1,0,1,13,1,0,2
42931,42931,1,5,3,10,1000,146,2,2,2,12,7,0,2
42932,42932,1,5,1,1,1000,146,2,4,1,12,6,0,2
42933,42933,1,5,2,3,1000,146,2,1,2,12,4,0,2
42934,42934,1,5,4,6,1000,146,2,0,1,12,9,0,2
42935,42935,1,5,5,12,1000,146,2,0,1,12,11,0,2
42936,42936,1,6,5,5,1200,146,2,4,1,11,1,0,2
42937,42937,1,6,2,6,1200,146,2,0,1,11,3,0,2
42938,42938,1,6,3,2,1200,146,2,2,2,11,4,0,2
42939,42939,1,6,4,3,1200,146,2,1,2,11,6,0,2
42940,42940,1,6,1,4,1200,146,2,3,2,11,2,0,2
42941,42941,1,7,5,3,1600,146,2,0,1,10,1,0,2
42942,42942,1,7,3,4,1600,146,2,2,2,10,3,0,2
